stock_code,公司名稱,stock_name,外國企業註冊地國,產業別,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額,私募股數,特別股,編制財務報表類型,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,網址,已發行普通股數或TDR原股發行股數,上市上櫃
1809,中國製釉股份有限公司,中釉,－ ,8,新竹縣竹東鎮中興路四段一三六號,47056834,蔡憲龍,蔡松祐,張惠純,財務主管,蔡松祐,(03)582-4128,19741206,19960430,新台幣                 10.0000元,1670419370,0,0,1,福邦證券股份有限公司,(02)23711658,(10041)台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,楊清鎮,周仕杰,China Glaze,"136,Sec.4 Chung Hsing Road,ChutungHsinchu,Taiwan,R.O.C",(03)582-0543,amandachang@mail.china-glaze.com.tw,www.china-glaze.com.tw,167041937,上市
1810,和成欣業股份有限公司,和成,－ ,8,台北市內湖區行善路398號1樓,3228304,邱立堅,陳世傑,羅月英,協理,林金元,(02)27925511,19630415,19911014,新台幣                 10.0000元,3023037190,0,0,1,群益金鼎證券股份有限公司,02-27023999,(10601）台北市大安區敦化南路二段97號B2,安侯建業會計師事務所,許淑敏,吳趙仁,HCG,"1F., No.398, Xingshan Rd., Neihu Dist., Taipei City 11469, Taiwan (R.O.C.)TAIPEI,TAIWA 11469,R.O.C",(02)27953101,monica@hcgnet.com.tw,www.hcg.com.tw,302303719,上市
1817,凱撒衛浴股份有限公司,凱撒衛,－ ,8,新北市三重區興德路111-8號7樓,22746550,蕭俊祥,陳威志,李清榮,董事長特別助理,朱清立,02-8512-3712,19880126,20131024,新台幣                 10.0000元,726000000,0,0,1,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,施錦川,曾建銘,SANITAR,"7F., No.111-8, Xingde Rd., Sanchong Dist.New Taipei City 241, Taiwan (R.O.C.)",02-8512-3717,tw_spokesman@caesar.com.tw,http://www.caesar.com.tw/,72600000,上市
1903,士林紙業股份有限公司,士紙,－ ,9,台北市士林區福德路31號,11038101,臺實貿易股份有限公司,闕啟文,闕啟文,總經理,林倪如,(02)28811111,19590908,19631209,新台幣                 10.0000元,2600391210,0,0,1,元大證券股份有限公司股務代理部,(02)2586-5859,(106045)臺北市大安區敦化南路2段67號地下1樓,惠眾聯合會計師事務所,卓敏枝,項文婷,Shihlin Paper,"NO.31, Futeh RoadShihlin District,Taipei,Taiwan",(02)28827099,bunnylin@shihlin.com.tw,www.shihlin.com.tw,260039121,上市
1904,正隆股份有限公司,正隆,－ ,9,板橋區民生路一段一號,33085508,鄭人銘,張清標,何台桹,副總經理,林祥註,02-22225131,19590204,19710910,新台幣                 10.0000元,11082745220,0,0,1,本公司財務部股務課,02-22225131,板橋區民生路一段三號三樓,安侯建業聯合會計師事務所,傅泓文,莊鈞維,Cheng Loong,"No. 1, Sec .1, Minsheng Rd.Banqiao Dist., New Taipei City, Taiwan",02-22226110,stocks@mail.clc.com.tw,www.clc.com.tw,1108274522,上市
1905,中華紙漿股份有限公司,華紙,－ ,9,台北市重慶南路二段51號,94025264,黃鯤雄,陳瑞和,陳瑞和,總經理,侯思怡,(02)2396-2998,19680705,19750207,新台幣                 10.0000元,11028353160,0,0,1,永豐金證券(股)公司股務代理部,(02)23816288,台北市博愛路17號3樓,勤業眾信聯合會計師事務所,許秀明,葉淑娟,CHP,"No.51,Sec2,Chung-ching S. RdTAIPEI, TAIWAN",(02)23953755,IR.chp@yfy.com,http://www.chp.com.tw,1102835316,上市
1906,寶隆國際股份有限公司,寶隆,－ ,9,雲林縣斗六市十三北路25號,12030606,李殷佳,田哲森,徐維澤,經理,鍾育廷,02-5581-1777,19650520,19760426,新台幣                 10.0000元,1510000000,0,0,2,元大證券股份有限公司,02-2586-5859,106臺北市大安區敦化南路2段67號地下一樓,立本台灣聯合會計師事務所,程建憲,陶鴻文,Baolong Intl.,"No. 25, Shisan N. Rd., Douliu City,Yunlin County 640106, Taiwan (R.O.C.)",02-5581-1778,invest@baolongintl.com,www.baolongintl.com,151000000,上市
1907,永豐餘投資控股股份有限公司,永豐餘,－ ,9,台北市重慶南路二段51號,85066002,葉惠青,駱秉正,駱秉正,總經理,--,02-23968020,19500220,19770222,新台幣                 10.0000元,16603714950,0,0,1,永豐金證券(股)公司股務代理部,(02)2381-6288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,葉淑娟,邵志明,YFY,"51,Sec.2,Chung Ching South RoadTaipei,Taiwan,R.O.C.",02-23215940,IR@yfy.com,www.yfy.com,1660371495,上市
1909,榮成紙業股份有限公司,榮成,－ ,9,彰化縣二林鎮廣興里廣興巷1-1號,34202841,鄭瑛彬,松村浩、吳國禎,王瑞榮,副總經理,黃世瑜,02-5581-1777,19780318,19851119,新台幣                 10.0000元,13276857270,0,0,1,元大證券股份有限公司,02-2586-5859,106臺北市大安區敦化南路2段67號地下一樓,立本台灣聯合會計師事務所,張宜鈞,程建憲,Longchen P&P,"No. 1-1, Guangxing Ln, Guangxing Vil, Erlin TownshipChanghua County 526002, Taiwan (R.O.C.)",02-5581-1778,invest@longchenpaper.com,https://www.longchenpaper.com,1327685727,上市
2002,中國鋼鐵股份有限公司,中鋼,－ ,10,高雄市小港區中鋼路1號,30414175,黃建智,陳守道,鄭際昭,執行副總經理,楊岳崑等8位,07-8021111,19711203,19741226,新台幣                 10.0000元,1.58E+11,0,38267999,1,凱基證券股份有限公司,02-23892999,台北市重慶南路1段2號5樓,勤業眾信聯合會計師事務所,許瑞軒,柯志賢,CSC,"No.1,Chung Kang RoadKaohsiung Taiwan, R.O.C",07-8022511,f1000@mail.csc.com.tw,http://www.csc.com.tw,15734860997,上市
2006,東和鋼鐵企業股份有限公司,東和鋼鐵,－ ,10,台北市長安東路一段九號六樓,75280209,侯傑騰,黃炳樺,陳俊良,總經理室經理,何如玉ˋ郭淑媚,(02)2551-1100,19620530,19880713,新台幣                 10.0000元,7302138180,0,0,1,元大證券(股)公司股務代理部,(02)2586-5859,臺北市大安區敦化南路2段67號地下一樓,安侯建業聯合會計師事務所,李慈慧,張肇文,Tung Ho Steel,"6Fl., 9, Sec. 1, Chang An E.Rd.Taipei City, Taiwan, R.O.C.",(02)2568-1663,f02kcy@tunghosteel.com,www.tunghosteel.com,730213818,上市
2007,燁興企業股份有限公司,燁興,－ ,10,高雄市岡山區白米里寶米路369號,75992214,吳林茂,黃傳祥,黃傳祥,總經理,呂玉琴,(07)6111111,19780718,19881004,新台幣                 10.0000元,5306516130,361185683,0,2,燁興公司台北股務課,(02)2395-6780,台北市北平東路30號15樓,國富浩華聯合會計師事務所,蔡淑滿,李青霖,YH,"No.369,Baomi Rd.,Baimi Village,Gangshan Dist.,Kaohsiung City 82053, Taiwan (R.O.C.)",(07)-6256758,yh001@yheco.com.tw,http://www.yheco.com.tw,530651613,上市
2008,高興昌鋼鐵股份有限公司,高興昌,－ ,10,高雄市中華一路318號,75466009,呂泰榮,勝呂榮峰,徐邦峰,鋼管部經理,郭建宏,07-5556111,19660115,19881228,新台幣                 10.0000元,1908522930,0,0,2,高興昌鋼鐵股份有限公司,02-25536052,台北市涼州街62號,安侯建業聯合會計師事務所,許振隆,陳永祥,KHC,"NO.318 CHUNG HUA IST ROADKAOHSIUNG ,804, TAIWAN, R.O.C",07-5543798,acct12@khc.com.tw,www.khc.com.tw,190852293,上市
2009,第一伸銅科技股份有限公司,第一銅,－ ,10,高雄巿前金區中正四路170號4樓,82001528,王宏仁,洪茂陽,洪茂陽,總經理,劉秀美,07-2814161,19690728,19891020,新台幣                 10.0000元,3596221650,0,0,2,本公司股務課,02-27717611,台北巿中山區南京東路三段210號11樓,安侯建業聯合會計師事務所,陳永祥,蘇彥達,FCC,"170,CHUNG CHENG 4TH ROAD,KAOHSIUNG,TAIWAN,R.O.C.",07-2818871,he520@hegroup.com.tw,http://www.fcht.com.tw,359622165,上市
2010,春源鋼鐵工業股份有限公司,春源,－ ,10,台北市復興北路502號7樓,11529802,蔡錫儀,洪士民,洪士民,總經理,謝玉霞,(02)2501-8111,19660107,19891222,新台幣                 10.0000元,6476553900,0,0,1,春源鋼鐵工業股份有限公司財務部,(02)2501-8111,台北市復興北路502號4樓股務辦公室,國富浩華聯合會計師事務所,王戊昌,陳桂美,CHUN YUAN STEEL,"7FL, NO.502, FU HSING NORTH ROADTAIPEI, TAIWAN, R.O.C",(02)2505-5390,ak500@cysco.com.tw,http://www.cysco.com.tw/,647655390,上市
2012,春雨工廠股份有限公司,春雨,－ ,10,高雄市岡山區大寶街100號(總部地址:高雄市岡山區新樂街169號),88187108,陳其泰,吳居諺,吳居諺,總經理,蘇憲明,07-6214121,19650327,19911017,新台幣                 10.0000元,3021627000,0,0,1,康和綜合證券股份有限公司,(02)8787-1118,台北市信義區基隆路一段176號B1,資誠聯合會計師事務所,田中玉,徐惠榆,CHUN YU,"100, TA-PAO ST. KANGSHANKAOHSIUNG, TAIWAN, R.O.C.",07-6223256,ir@chunyu.com.tw,www.chunyu.com.tw,302162700,上市
2013,中國鋼鐵結構股份有限公司,中鋼構,－ ,10,高雄市燕巢區中興路500號,85800192,陳瑞騰,黃源章,王永志,財務處處長,洪誌佑,07-6168688,19780224,19920121,新台幣                 10.0000元,2000000000,0,0,1,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號6樓,勤業眾信聯合會計師事務所,郭麗園,許瑞軒,CSSC,"No.500, Zhongxing Rd., Yanchao Dist.,Kaohsiung, Taiwan, R.O.C.",07-6168680,9977@cssc.com.tw,www.cssc.com.tw,200000000,上市
2014,中鴻鋼鐵股份有限公司,中鴻,－ ,10,825高雄市橋頭區芋寮路317號,7838854,曾貴松,朱敏,黃紋萍,行政助理副總經理,林俊廷 業務副總經理,07-6117171,19830929,19920220,新台幣                 10.0000元,14355444460,0,0,1,凱基證券股份有限公司,02-23892999,100台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,郭麗園,楊朝欽,CHUNG HUNG,"317,Yu-Liao RD. Chiao Tou DistrictKaohsiung City 825,Taiwan,R.O.C.",07-6110227,chs@chsteel.com.tw,http://www.chsteel.com.tw,1435544446,上市
2015,豐興鋼鐵股份有限公司,豐興,－ ,10,台中市后里區甲后路一段998號,55389357,林大鈞,林永源,成德懿,行政部協理,莊文哲,(04)25565101,19690107,19920525,新台幣                 10.0000元,5815994240,0,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安永聯合會計師事務所,黃靖雅,&#20931;清淵,FH,"No.998,Sec.1,Jiahou Rd.,Houli Dist.,Taichung City 421,Taiwan(R.O.C)Taichung Taiwan,R.O.C",(04)25581334,fha20@ms22.hinet.net,www.fenghsin.com.tw,581599424,上市
2017,官田鋼鐵股份有限公司,官田鋼,－ ,10,台南市南區新建路47號4樓,72065240,汪振澤,謝政成,陳重憲,副董事長,胡碧珊,06-2643888,19730728,19921102,新台幣                 10.0000元,4468746910,0,0,1,統一綜合證券股份有限公司,02-27463797,105台北市松山區東興路8號B1樓,勤業眾信會計師事務所,廖鴻儒,楊朝欽,Quintain Steel,"4F., NO.47, Xinjian Rd., South Distruct,Tainan City , Taiwan, R.O.C.",06-2641789,audit@quintain.com.tw,www.quintain.com.tw,446874691,上市
2020,美亞鋼管廠股份有限公司,美亞,－ ,10,台北市中山區民權東路3段二之1號12樓,44680700,黃春發,蕭敏志,陳叔永,協理,李慧文,(02)2509-1199,19590929,19930427,新台幣                 10.0000元,2670313200,0,0,1,國票綜合證券股份有限公司,(02)2528-8988,(105411)台北市松山區南京東路五段188號15樓,國富浩華聯合會計師事務所,林春枝,吳孟達,MAYER PIPE,"12F.,NO.2-1,SEC.3,MINCHUAN EAST ROADTAIPEI TAIWAN R.O.C.",(02)2517-1100,roy.wang@Mayergroup.com.tw,http://www.mayer.com.tw,267031320,上市
2022,聚亨企業股份有限公司,聚亨,－ ,10,高雄市岡山區新樂街79-1號,79841479,黃文松,呂艷娟,王敏華,經理,張文惠,07-6212191,19801203,19950327,新台幣                 10.0000元,3371681380,0,0,1,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,安永聯合會計師事務所,陳政初,李芳文,TYCOONS,"79-1 SHIN-LO STREET KANGSHANKAOHSIUNG CITY TAIWAN,R.O.C.",07-6230159,tycoons@mail.tycons.com.tw,www.tycons.com.tw,337168138,上市
2023,燁輝企業股份有限公司,燁輝,－ ,10,高雄市橋頭區芋寮路369號,75947936,林義守,張振武,田文中,助理副總經理,黃茂烈,(07)611-7181,19780414,19950728,新台幣                 10.0000元,19263562140,0,0,1,燁輝企業股份有限公司股東服務課,(02)2395-6780,台北市北平東路30號15樓,國富浩華聯合會計師事務所,謝仁耀,蔡淑滿,YP,"No. 369, Yuliao Road, Qiaotou DistrictKaohsiung City 82544, Taiwan (R.O.C.)",(07)612-3720,stock@yiehphui.com.tw,http://www.yiehphui.com.tw,1926356214,上市
2024,志聯工業股份有限公司,志聯,－ ,10,桃園市新屋區中興路480號,43633504,潘仲良,林信安(代理),林信安,副總經理,黃柏翰,(03)4772797,19730903,19951230,新台幣                 10.0000元,975000000,0,0,2,群益金鼎證券股份有限公司,(02)27023999,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,黃采絹,吳仲舜,CHIH LIEN,"NO.480,CHUNG SHING  RD.SHIN WU DISTRICT,TAO-YUAN CITY TAIWAN,R.O.C.",(03)4770875,allen@mail.chihlien.com.tw,http://www.chihlien.com.tw,97500000,上市
2025,千興不銹鋼(股)公司,千興,－ ,10,台南市麻豆區工業路222號,70005915,魏福全,邱麗雲,魏福全,董事長,邱麗雲,(06)5703271,19720508,19960208,新台幣                 10.0000元,1726605360,0,0,2,統一綜合證券股份有限公司,02-2747-8266,臺北市松山區東興路8號地下1樓,勤業眾信聯合會計師事務所,廖鴻儒,李季珍,CSSSC,"NO.222,INDUSTRY ROAD,MATOUTAINAN,TAIWAN,R.O.C",(06)5700296,service@msa.csssc.com.tw,www.csssc.com.tw,172660536,上市
2027,大成不銹鋼工業股份有限公司,大成鋼,－ ,10,台南市仁德區新田二街125號,22318348,謝麗雲,謝榮坤,林炳文,經理,張地金,06-2701756,19861127,19961024,新台幣                 10.0000元,24342606150,0,0,1,統一綜合證券股份有限公司,02-27463797,台北市東興路8號地下一樓,勤業眾信聯合會計師事務所,李季珍,楊朝欽,TC,"No.125, HSIN TIEN 2ND ST., HSIN-TIENJENG-TEN, TAINAN, TAIWAN, R.O.C.",06-2706354,iris@tachen.com.tw,www.tachen.com.tw,2434260615,上市
2028,威致鋼鐵工業股份有限公司,威致,－ ,10,台南市官田區南部里南部123號,69771636,郭素惠,郭素惠,郭素惠,總經理,林華章,06-5790213,19821027,19961213,新台幣                 10.0000元,3257148000,0,0,2,福邦證券股份有限公司,02-2371-1658,台北市中正區忠孝西路一段6號6樓,國富浩華聯合會計師事務所,謝仁耀,蔡淑滿,WEI CHIH,"NO.123, Nan Pu Village, Kuan Tien District,Tainan City, Taiwan, R.O.C",06-5790441,ws002@ms29.hinet.net,www.weichih.com.tw,325714800,上市
2029,盛餘股份有限公司,盛餘,－ ,10,高雄市小港區中林路11號,79837539,樽宮浩一,洪世強,洪世強,總經理,"吳明鴻,陳景熙",(07)871-9000,19730519,19970111,新台幣                 10.0000元,3211800000,0,0,1,台新綜合證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,陳秀雯,郭麗園,SYSCO,"No.11, Chung Lin Rd., Hsiao Kang,Kaohsiung, 81260 Taiwan, R.O.C.",(07)871-8014,fa@shengyusteel.com,www.shengyusteel.com,321180000,上市
2030,彰源企業股份有限公司,彰源,－ ,10,雲林縣斗六市工業區工業路122號,60330130,張炳耀,張炳耀,張鑫達,副董事長,廖葵玲,886-5-5571668,19841005,19981224,新台幣                 10.0000元,2805260270,0,0,1,凱基證券股份有限公司,02-23148800,臺北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,許瑞隆,吳少君,FROCH,No.122 Industrial RoadTou-Liu City Yun-Lin Taiwan R.O.C,886-5-5571665,investors@froch.com,www.froch.com,280526027,上市
2031,新光鋼鐵股份有限公司,新光鋼,－ ,10,新北市三重區重新路4段97號25樓,35836625,粟明德,曾明山,劉百慧,副總經理,林泰淵,02-2978-8888,19670101,20000911,新台幣                 10.0000元,3211463410,0,0,1,統一綜合證券股份有限公司,02-2746-3797,台北市東興路八號地下一樓,勤業眾信聯合會計師事務所,褚世蘭,虞成全,Hkssteel,"25FL,.No.97,SEC.4,Chung-Sing RD.,San-Chung City,Taipei  Taiwan R.O.C",02-2978-3168,hkssteel@ms4.hinet.net,www.hkssteel.com.tw,321146341,上市
2032,新鋼工業股份有限公司,新鋼,－ ,10,新北市新莊區大安路8號,34008635,蔡政廷,成主賜,成主賜,總經理,陳品誠,02-22020152,19710710,20000911,新台幣                 10.0000元,1305215450,0,0,2,永豐金證券股份有限公司股代部,02-23816288,北市博愛路17號3F,國富浩華聯合會計師事務所,林志隆,王戊昌,Sinkang,"No.8, Dah An Road., Xinzhuang Dist.,New Taipei City242 , TaiwanR.O.C.",02-22059856,sinkang@sinkang.com.tw,www.sinkang.com.tw,130521545,上市
2033,佳大世界股份有限公司,佳大,－ ,10,台南市永康區永運五路2號,72072615,吳大和,陳正平,王秋月,財務主管,曾科誠,(06)253-3117,19730423,20000911,新台幣                 10.0000元,806945360,0,0,2,元大證券公司股務代理部,(02)25863117,臺北市大安區敦化南路2段67號地下一樓,南台聯合會計師事務所,蔡玉琴,張太元,CHIA TA,"No. 2, Yongyun 5th Rd., Yongkang Dist., Tainan City , Taiwan (R.O.C.)TAINAN CITY TAIWAN.",(06)253-7301,r2533117@ms14.hinet.net,http://www.ctworld.com.tw/,80694536,上市
2034,允強實業股份有限公司,允強,－ ,10,彰化縣溪州鄉舊眉村中山路四段二七０號,59068700,張金鈺,張金鈺,詹烈麟,財務長,李兆青,04-889-9666,19730131,20010917,新台幣                 10.0000元,5235004870,0,0,1,永豐金證券(股)公司股務代理部,02-2381-6288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,曾棟鋆,劉力維,YC,"No.270,Sec.4,Jungshan Rd.,Shijou Township,Chang-Hwa,Taiwan",04-889-9766,yf@ycinox.com,http://www.ycinox.com,523500487,上市
2038,海光企業股份有限公司,海光,－ ,10,高雄市小港區沿海二路12號,75470524,黃韋翰,黃燦明,楊建璋,執行副總經理,吳郁慧,(07)8021011,19690321,20081230,新台幣                 10.0000元,1903277480,0,0,1,兆豐證券股份有限公司,02-33930898,台北市忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,王兆群,吳長駿,HAIKWANG　　,"12, YEN HAI 2ND ROAD, 　　KAOHSIUNG, TAIWAN, R.O.C.　　",(07)8022030,hk1244@haikwang.com.tw,www.haikwang.com.tw,190327748,上市
2049,上銀科技股份有限公司,上銀,－ ,5,台中市南屯區文山里精科路7號,23503047,卓文恒,蔡惠卿,廖克皇,副總經理,吳月琴,04-23594510,19891011,20090626,新台幣                 10.0000元,3537922400,0,0,1,元大證券股份有限公司,02-25865859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,吳麗冬,顏曉芳,HIWIN,"NO. 7,Jingke Road.,Nantun District.,Taichung 408 ,Taiwan 　　Taichung,Taiwan　",04-23594420,ir@hiwin.tw,http://www.hiwin.tw,353792240,上市
